-275,-1366
-272,-1366
-272,-1366
-272,-1365
-272,-1366
-272,-1366
-271,-1366
-271,-1366
-271,-1366
-271,-1366
-271,-1366
-271,-1366
-271,-1366
-271,-1366
-271,-1366
-270,-1366
-271,-1366
-270,-1366
-270,-1366
-270,-1366
-270,-1366
-270,-1365
-270,-1366
-270,-1366
-270,-1366
-270,-1366
-269,-1365
-269,-1366
-264,-1366
-247,-1366
-246,-1366
-246,-1366
-246,-1366
-246,-1366
-245,-1366
-245,-1366
-245,-1365
-246,-1338
-246,-1261
-246,-1176
-246,-1093
-246,-1004
-246,-923
-246,-846
-249,-790
-266,-750
-294,-733
-328,-731
-368,-731
-393,-731
-416,-731
-446,-731
-481,-720
-525,-711
-565,-707
-595,-707
-620,-707
-647,-707
-679,-707
-705,-707
-729,-708
-756,-707
-784,-708
-805,-707
-828,-707
-852,-707
-876,-707
-893,-708
-906,-708
-921,-709
-934,-708
-943,-708
-946,-708
-946,-708
-946,-707
-946,-703
-946,-700
-946,-700
-946,-700
-946,-693
-946,-682
-946,-677
-954,-676
-971,-676
-999,-676
-1036,-679
-1073,-680
-1106,-688
-1136,-706
-1164,-729
-1184,-757
-1189,-781
-1190,-789
-1190,-788
-1190,-787
-1190,-787
-1190,-787
-1189,-790
-1189,-793
-1190,-799
-1189,-822
-1189,-851
-1190,-884
-1189,-921
-1189,-964
-1189,-1021
-1187,-1082
-1179,-1148
-1160,-1199
-1130,-1234
-1106,-1259
-1084,-1290
-1043,-1316
-989,-1331
-932,-1333
-887,-1328
-868,-1300
-864,-1241
-864,-1141
-864,-1047
-864,-959
-864,-872
-864,-788
-864,-710
-864,-649
-864,-605
-864,-568
-864,-519
-865,-458
-865,-393
-865,-334
-865,-289
-865,-277
-865,-277
-865,-295
-865,-339
-865,-398
-865,-469
-864,-547
-865,-626
-865,-710
-865,-794
-864,-874
-864,-940
-864,-979
-864,-997
-864,-997
-864,-985
-865,-931
-865,-841
-864,-730
-864,-637
-864,-579
-864,-565
-864,-567
-864,-571
-864,-587
-864,-621
-864,-656
-864,-705
-864,-763
-864,-821
-864,-866
-864,-904
-864,-964
-864,-1023
-864,-1065
-864,-1094
-864,-1123
-864,-1130
-864,-1063
-864,-926
-864,-767
-864,-630
-864,-536
-864,-485
-864,-473
-864,-475
-864,-480
-864,-480
-864,-481
-864,-486
-864,-496
-864,-510
-864,-525
-864,-536
-864,-538
-864,-538
-864,-538
-864,-538
-864,-539
-864,-539
-864,-539
-864,-538
-864,-538
-864,-538
-864,-538
-864,-538
-864,-538
-864,-538
-864,-539
-864,-540
-864,-551
-864,-591
-864,-625
-864,-666
-864,-693
-864,-703
-864,-697
-864,-695
-865,-694
-865,-686
-867,-677
-874,-659
-891,-635
-905,-618
-922,-619
-958,-619
-997,-624
-1042,-639
-1091,-680
-1141,-750
-1199,-836
-1269,-926
-1339,-1001
-1417,-1065
-1492,-1127
-1570,-1188
-1641,-1255
-1713,-1333
-1789,-1414
-1874,-1474
-1955,-1483
-2018,-1480
-2066,-1480
-2109,-1480
-2147,-1480
-2185,-1480
-2223,-1480
-2248,-1480
-2267,-1480
-2273,-1480
-2273,-1480
-2273,-1474
-2272,-1448
-2272,-1402
-2271,-1351
-2268,-1323
-2253,-1311
-2226,-1310
-2197,-1308
-2168,-1308
-2133,-1313
-2102,-1316
-2066,-1321
-2031,-1327
-2003,-1329
-1974,-1329
-1943,-1329
-1910,-1330
-1880,-1329
-1853,-1329
-1823,-1329
-1793,-1330
-1761,-1329
-1726,-1329
-1686,-1329
-1641,-1329
-1595,-1329
-1547,-1329
-1497,-1328
-1460,-1328
-1433,-1326
-1406,-1323
-1379,-1320
-1353,-1311
-1322,-1300
-1294,-1281
-1277,-1253
-1261,-1216
-1250,-1179
-1250,-1134
-1248,-1086
-1220,-1041
-1175,-993
-1134,-937
-1091,-881
-1047,-832
-1000,-786
-951,-750
-912,-722
-886,-702
-872,-686
-871,-672
-871,-650
-871,-618
-871,-566
-871,-489
-871,-414
-871,-367
-871,-359
-871,-359
-871,-359
-871,-357
-871,-354
-871,-354
-871,-353
-871,-353
-872,-353
-873,-353
-873,-358
-872,-371
-872,-409
-872,-472
-872,-542
-872,-607
-872,-659
-872,-708
-872,-749
-872,-784
-872,-819
-872,-850
-872,-879
-872,-909
-872,-931
-873,-934
-872,-933
-873,-925
-877,-896
-901,-857
-951,-832
-1006,-832
-1056,-834
-1112,-850
-1182,-888
-1264,-948
-1363,-1036
-1472,-1155
-1594,-1295
-1721,-1439
-1843,-1526
-1957,-1486
-2069,-1487
-2201,-1487
-2358,-1488
-2509,-1487
-2571,-1487
-2570,-1487
-2563,-1487
-2533,-1485
-2462,-1475
-2386,-1441
-2314,-1386
-2262,-1377
-2262,-1445
-2267,-1524
-2275,-1492
-2275,-1490
-2274,-1491
-2274,-1491
-2275,-1491
-2275,-1491
-2274,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2274,-1491
-2275,-1491
-2275,-1491
-2274,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2274,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2274,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1492
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1492
-2275,-1491
-2275,-1491
-2275,-1491
-2274,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2274,-1491
-2274,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2275,-1491
-2274,-1491
-2275,-1491
-2274,-1491
-2274,-1491
-2274,-1491
-2273,-1491
-2271,-1491
-2266,-1493
-2252,-1493
-2229,-1493
-2209,-1493
-2198,-1493
-2195,-1493
-2195,-1493
-2195,-1493
-2195,-1493
-2195,-1493
-2195,-1494
-2195,-1493
-2195,-1493
-2195,-1493
-2195,-1493
-2194,-1494
-2194,-1494
-2194,-1495
-2192,-1494
-2189,-1494
-2189,-1494
-2188,-1495
-2188,-1494
-2187,-1495
-2188,-1494
-2188,-1495
-2189,-1494
-2189,-1495
-2188,-1495
-2189,-1495
-2189,-1495
-2188,-1494
-2188,-1494
-2189,-1494
-2188,-1494
-2189,-1494
-2189,-1486
-2189,-1454
-2189,-1402
-2189,-1335
-2189,-1259
-2190,-1185
-2189,-1114
-2189,-1074
-2189,-1094
-2189,-1173
-2190,-1278
-2194,-1373
-2199,-1445
-2205,-1492
-2206,-1488
-2209,-1437
-2211,-1335
-2211,-1209
-2211,-1107
-2211,-1071
-2211,-1102
-2211,-1189
-2211,-1315
-2212,-1431
-2211,-1475
-2211,-1479
-2211,-1478
-2211,-1467
-2211,-1405
-2211,-1313
-2211,-1196
-2211,-1091
-2211,-1026
-2211,-1023
-2211,-1066
-2211,-1138
-2211,-1220
-2212,-1296
-2211,-1350
-2211,-1394
-2212,-1428
-2212,-1454
-2211,-1481
-2211,-1485
-2212,-1485
-2212,-1486
-2211,-1486
-2211,-1488
-2211,-1488
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1488
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1488
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1489
-2211,-1483
-2211,-1425
-2211,-1323
-2211,-1203
-2211,-1109
-2211,-1045
-2211,-1019
-2211,-1049
-2211,-1174
-2211,-1360
-2211,-1490
-2211,-1500
-2211,-1487
-2211,-1487
-2211,-1485
-2211,-1451
-2211,-1349
-2211,-1210
-2211,-1066
-2211,-972
-2211,-968
-2211,-1013
-2211,-1096
-2211,-1197
-2211,-1294
-2212,-1380
-2211,-1439
-2211,-1476
-2211,-1482
-2211,-1481
-2211,-1462
-2211,-1406
-2211,-1308
-2211,-1190
-2211,-1059
-2211,-917
-2211,-824
-2211,-856
-2211,-972
-2211,-1149
-2212,-1334
-2211,-1457
-2212,-1494
-2212,-1479
-2214,-1421
-2217,-1324
-2217,-1197
-2218,-1064
-2218,-985
-2217,-1007
-2218,-1099
-2218,-1238
-2218,-1352
-2218,-1417
-2218,-1412
-2218,-1355
-2218,-1252
-2218,-1128
-2218,-1019
-2218,-954
-2218,-972
-2218,-1051
-2218,-1179
-2220,-1300
-2225,-1382
-2237,-1398
-2258,-1380
-2283,-1331
-2296,-1258
-2296,-1174
-2296,-1097
-2296,-1075
-2296,-1112
-2296,-1198
-2296,-1298
-2296,-1386
-2297,-1444
-2297,-1460
-2297,-1453
-2297,-1435
-2297,-1395
-2297,-1327
-2297,-1250
-2296,-1197
-2297,-1222
-2297,-1280
-2297,-1346
-2297,-1397
-2298,-1434
-2298,-1445
-2298,-1446
-2298,-1441
-2299,-1405
-2299,-1340
-2299,-1255
-2299,-1154
-2299,-1076
-2299,-1070
-2299,-1138
-2299,-1251
-2299,-1387
-2299,-1475
-2299,-1485
-2299,-1452
-2299,-1359
-2299,-1246
-2299,-1138
-2299,-1074
-2299,-1105
-2299,-1207
-2299,-1348
-2299,-1458
-2299,-1493
-2299,-1466
-2299,-1390
-2299,-1279
-2299,-1155
-2300,-1038
-2299,-978
-2299,-1000
-2299,-1065
-2299,-1159
-2299,-1267
-2299,-1350
